Gene Name,Gene Symbol,Entrez Gene ID,Classification
"phosphodiesterase 4C, cAMP-specific (phosphodiesterase E1 dunce homolog, Drosophila)",PDE4C,5143,Signalling
"phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)",PDE4D,5144,Signalling
"phosphodiesterase 5A, cGMP-specific",PDE5A,8654,Signalling
"phosphodiesterase 6A, cGMP-specific, rod, alpha",PDE6A,5145,Signalling
"phosphodiesterase 6B, cGMP-specific, rod, beta (congenital stationary night blindness 3, autosomal dominant)",PDE6B,5158,Signalling
"phosphodiesterase 6C, cGMP-specific, cone, alpha prime",PDE6C,5146,Signalling
"phosphodiesterase 6D, cGMP-specific, rod, delta",PDE6D,5147,Signalling
"phosphodiesterase 6G, cGMP-specific, rod, gamma",PDE6G,5148,Signalling
"phosphodiesterase 6H, cGMP-specific, cone, gamma",PDE6H,5149,Signalling
phosphodiesterase 7A,PDE7A,5150,Signalling
phosphodiesterase 7B,PDE7B,27115,Signalling
phosphodiesterase 8A,PDE8A,5151,Signalling
phosphodiesterase 8B,PDE8B,8622,Signalling
phosphodiesterase 9A,PDE9A,5152,Signalling
"amiloride-sensitive cation channel 1, neuronal (degenerin)",ACCN1,40,Small Molecule Transport
"amiloride-sensitive cation channel 2, neuronal",ACCN2,41,Small Molecule Transport
amiloride-sensitive cation channel 3,ACCN3,9311,Small Molecule Transport
"amiloride-sensitive cation channel 4, pituitary",ACCN4,55515,Small Molecule Transport
"amiloride-sensitive cation channel 5, intestinal",ACCN5,51802,Small Molecule Transport
"Ankylosis, progressive homolog (mouse)",ANKH,56172,Small Molecule Transport
aquaporin 1 (Colton blood group),AQP1,358,Small Molecule Transport
aquaporin 10,AQP10,89872,Small Molecule Transport
aquaporin 11,AQP11,282679,Small Molecule Transport
aquaporin 12A,AQP12A,375318,Small Molecule Transport
aquaporin 12B,AQP12B,653437,Small Molecule Transport
aquaporin 2 (collecting duct),AQP2,359,Small Molecule Transport
aquaporin 3 (Gill blood group),AQP3,360,Small Molecule Transport
aquaporin 4,AQP4,361,Small Molecule Transport
aquaporin 5,AQP5,362,Small Molecule Transport
"aquaporin 6, kidney specific",AQP6,363,Small Molecule Transport
aquaporin 7,AQP7,364,Small Molecule Transport
aquaporin 8,AQP8,343,Small Molecule Transport
aquaporin 9,AQP9,366,Small Molecule Transport
"ArsA arsenite transporter, ATP-binding, homolog 1 (bacterial)",ASNA1,439,Small Molecule Transport
"ATPase, class V, type 10A",ATP10A,57194,Small Molecule Transport
"ATPase, class V, type 10B",ATP10B,23120,Small Molecule Transport
"ATPase, class V, type 10D",ATP10D,57205,Small Molecule Transport
mitochondrially encoded ATP synthase 8,ATP8,4509,Small Molecule Transport
"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1",ATP8A1,10396,Small Molecule Transport
"ATPase, aminophospholipid transporter-like, class I, type 8A, member 2",ATP8A2,51761,Small Molecule Transport
"ATPase, class I, type 8B, member 1",ATP8B1,5205,Small Molecule Transport
"ATPase, class I, type 8B, member 2",ATP8B2,57198,Small Molecule Transport
"ATPase, class I, type 8B, member 3",ATP8B3,148229,Small Molecule Transport
"ATPase, class I, type 8B, member 4",ATP8B4,79895,Small Molecule Transport
"ATPase, class II, type 9A",ATP9A,10079,Small Molecule Transport
"ATPase, class II, type 9B",ATP9B,374868,Small Molecule Transport
folate receptor 1 (adult),FOLR1,2348,Small Molecule Transport
folate receptor 2 (fetal),FOLR2,2350,Small Molecule Transport
folate receptor 3 (gamma),FOLR3,2352,Small Molecule Transport
"solute carrier family 10 (sodium/bile acid cotransporter family), member 1",SLC10A1,6554,Small Molecule Transport
"solute carrier family 10, member 2",SLC10A2,6555,Small Molecule Transport
"solute carrier family 10 (sodium/bile acid cotransporter family), member 3",SLC10A3,8273,Small Molecule Transport
"solute carrier family 10 (sodium/bile acid cotransporter family), member 4",SLC10A4,201780,Small Molecule Transport
"solute carrier family 10 (sodium/bile acid cotransporter family), member 5",SLC10A5,347051,Small Molecule Transport
"solute carrier family 10 (sodium/bile acid cotransporter family), member 6",SLC10A6,345274,Small Molecule Transport
"solute carrier family 10 (sodium/bile acid cotransporter family), member 7",SLC10A7,84068,Small Molecule Transport
"solute carrier family 14 (urea transporter), member 1",SLC14A1,6563,Small Molecule Transport
"solute carrier family 14 (urea transporter), member 2",SLC14A2,8170,Small Molecule Transport
"solute carrier family 15 (oligopeptide transporter), member 1",SLC15A1,6564,Small Molecule Transport
"solute carrier family 15 (H+/peptide transporter), member 2",SLC15A2,6565,Small Molecule Transport
"solute carrier family 15, member 3",SLC15A3,51296,Small Molecule Transport
"solute carrier family 15, member 4",SLC15A4,121260,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 1",SLC16A1,6566,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 10",SLC16A10,117247,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 11",SLC16A11,162515,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 12",SLC16A12,387700,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 13",SLC16A13,201232,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 14",SLC16A14,151473,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 2",SLC16A2,6567,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 3",SLC16A3,9123,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 4",SLC16A4,9122,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 5",SLC16A5,9121,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 6",SLC16A6,9120,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 7",SLC16A7,9194,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 8",SLC16A8,23539,Small Molecule Transport
"solute carrier family 16 (monocarboxylic acid transporters), member 9",SLC16A9,220963,Small Molecule Transport
"solute carrier family 17 (sodium phosphate), member 1",SLC17A1,6568,Small Molecule Transport
"solute carrier family 17 (sodium phosphate), member 2",SLC17A2,10246,Small Molecule Transport
"solute carrier family 17 (sodium phosphate), member 3",SLC17A3,10786,Small Molecule Transport
"solute carrier family 17 (sodium phosphate), member 4",SLC17A4,10050,Small Molecule Transport
"solute carrier family 17 (anion/sugar transporter), member 5",SLC17A5,26503,Small Molecule Transport
"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",SLC17A6,57084,Small Molecule Transport
"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7",SLC17A7,57030,Small Molecule Transport
"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8",SLC17A8,246213,Small Molecule Transport
"solute carrier family 18 (vesicular monoamine), member 1",SLC18A1,6570,Small Molecule Transport
"solute carrier family 18 (vesicular monoamine), member 2",SLC18A2,6571,Small Molecule Transport
"solute carrier family 18 (vesicular monoamine), member 3",SLC18A3,6572,Small Molecule Transport
"solute carrier family 19 (folate transporter), member 1",SLC19A1,6573,Small Molecule Transport
"solute carrier family 19 (thiamine transporter), member 2",SLC19A2,10560,Small Molecule Transport
"solute carrier family 19 (sodium/hydrogen exchanger), member 3",SLC19A3,80704,Small Molecule Transport
"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",SLC1A1,6505,Small Molecule Transport
"solute carrier family 1 (glial high affinity glutamate transporter), member 2",SLC1A2,6506,Small Molecule Transport
"solute carrier family 1 (glial high affinity glutamate transporter), member 3",SLC1A3,6507,Small Molecule Transport
"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4",SLC1A4,6509,Small Molecule Transport
"solute carrier family 1 (neutral amino acid transporter), member 5",SLC1A5,6510,Small Molecule Transport
"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6",SLC1A6,6511,Small Molecule Transport
"solute carrier family 1 (glutamate transporter), member 7",SLC1A7,6512,Small Molecule Transport
"solute carrier family 20, member 1",SLC20A1,6574,Small Molecule Transport
"solute carrier family 20, member 2",SLC20A2,6575,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 1",SLC22A1,6580,Small Molecule Transport
"solute carrier family 22 (organic anion/cation transporter), member 11",SLC22A11,55867,Small Molecule Transport
"solute carrier family 22 (organic anion/cation transporter), member 12",SLC22A12,116085,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 13",SLC22A13,9390,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 14",SLC22A14,9389,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 15",SLC22A15,55356,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 16",SLC22A16,85413,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 17",SLC22A17,51310,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 18",SLC22A18,5002,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 18 antisense",SLC22A18AS,5003,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 2",SLC22A2,6582,Small Molecule Transport
"solute carrier family 22 (organic anion transporter), member 20",SLC22A20,440044,Small Molecule Transport
"solute carrier family 22, member 23",SLC22A23,63027,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 3",SLC22A3,6581,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 4",SLC22A4,6583,Small Molecule Transport
"solute carrier family 22 (organic cation transporter), member 5",SLC22A5,6584,Small Molecule Transport
"solute carrier family 22 (organic anion transporter), member 6",SLC22A6,9356,Small Molecule Transport
"solute carrier family 22 (organic anion transporter), member 7",SLC22A7,10864,Small Molecule Transport
"solute carrier family 22 (organic anion transporter), member 8",SLC22A8,9376,Small Molecule Transport
"solute carrier family 22 (organic anion transporter), member 9",SLC22A9,114571,Small Molecule Transport
"solute carrier family 23 (nucleobase transporters), member 1",SLC23A1,9963,Small Molecule Transport
"solute carrier family 23 (nucleobase transporters), member 2",SLC23A2,9962,Small Molecule Transport
"solute carrier family 23 (nucleobase transporters), member 3",SLC23A3,151295,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1",SLC25A1,6576,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10",SLC25A10,1468,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11",SLC25A11,8402,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, Aralar), member 12",SLC25A12,8604,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13",SLC25A13,10165,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, brain), member 14",SLC25A14,9016,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15",SLC25A15,10166,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16",SLC25A16,8034,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17",SLC25A17,10478,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier), member 18",SLC25A18,83733,Small Molecule Transport
"solute carrier family 25 (mitochondrial deoxynucleotide carrier), member 19",SLC25A19,60386,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2",SLC25A2,83884,Small Molecule Transport
"solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20",SLC25A20,788,Small Molecule Transport
"solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21",SLC25A21,89874,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, glutamate), member 22",SLC25A22,79751,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23",SLC25A23,79085,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24",SLC25A24,29957,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25",SLC25A25,114789,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26",SLC25A26,115286,Small Molecule Transport
"solute carrier family 25, member 27",SLC25A27,9481,Small Molecule Transport
"solute carrier family 25, member 28",SLC25A28,81894,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29",SLC25A29,123096,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",SLC25A3,5250,Small Molecule Transport
"solute carrier family 25, member 30",SLC25A30,253512,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31",SLC25A31,83447,Small Molecule Transport
"solute carrier family 25, member 32",SLC25A32,81034,Small Molecule Transport
"solute carrier family 25, member 33",SLC25A33,84275,Small Molecule Transport
"solute carrier family 25, member 34",SLC25A34,284723,Small Molecule Transport
"solute carrier family 25, member 35",SLC25A35,399512,Small Molecule Transport
"solute carrier family 25, member 36",SLC25A36,55186,Small Molecule Transport
"solute carrier family 25, member 37",SLC25A37,51312,Small Molecule Transport
"solute carrier family 25, member 38",SLC25A38,54977,Small Molecule Transport
"solute carrier family 25, member 39",SLC25A39,51629,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4",SLC25A4,291,Small Molecule Transport
"solute carrier family 25, member 40",SLC25A40,55972,Small Molecule Transport
"solute carrier family 25, member 41",SLC25A41,284427,Small Molecule Transport
"solute carrier family 25, member 42",SLC25A42,284439,Small Molecule Transport
"solute carrier family 25, member 43",SLC25A43,203427,Small Molecule Transport
"solute carrier family 25, member 44",SLC25A44,9673,Small Molecule Transport
"solute carrier family 25, member 45",SLC25A45,283130,Small Molecule Transport
"solute carrier family 25, member 46",SLC25A46,91137,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5",SLC25A5,292,Small Molecule Transport
"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6",SLC25A6,293,Small Molecule Transport
"solute carrier family 26 (sulfate transporter), member 1",SLC26A1,10861,Small Molecule Transport
"solute carrier family 26, member 10",SLC26A10,65012,Small Molecule Transport
"solute carrier family 26, member 11",SLC26A11,284129,Small Molecule Transport
"solute carrier family 26 (sulfate transporter), member 2",SLC26A2,1836,Small Molecule Transport
"solute carrier family 26, member 3",SLC26A3,1811,Small Molecule Transport
"solute carrier family 26, member 4",SLC26A4,5172,Small Molecule Transport
"solute carrier family 26, member 5",SLC26A5,375611,Small Molecule Transport
"solute carrier family 26, member 6",SLC26A6,65010,Small Molecule Transport
"solute carrier family 26, member 7",SLC26A7,115111,Small Molecule Transport
"solute carrier family 26, member 8",SLC26A8,116369,Small Molecule Transport
"solute carrier family 26, member 9",SLC26A9,115019,Small Molecule Transport
"solute carrier family 27 (fatty acid transporter), member 1",SLC27A1,376497,Small Molecule Transport
"solute carrier family 27 (fatty acid transporter), member 2",SLC27A2,11001,Small Molecule Transport
"solute carrier family 27 (fatty acid transporter), member 3",SLC27A3,11000,Small Molecule Transport
"solute carrier family 27 (fatty acid transporter), member 4",SLC27A4,10999,Small Molecule Transport
"solute carrier family 27 (fatty acid transporter), member 5",SLC27A5,10998,Small Molecule Transport
"solute carrier family 27 (fatty acid transporter), member 6",SLC27A6,28965,Small Molecule Transport
"solute carrier family 28 (sodium-coupled nucleoside transporter), member 1",SLC28A1,9154,Small Molecule Transport
"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2",SLC28A2,9153,Small Molecule Transport
"solute carrier family 28 (sodium-coupled nucleoside transporter), member 3",SLC28A3,64078,Small Molecule Transport
"solute carrier family 29 (nucleoside transporters), member 1",SLC29A1,2030,Small Molecule Transport
"solute carrier family 29 (nucleoside transporters), member 2",SLC29A2,3177,Small Molecule Transport
"solute carrier family 29 (nucleoside transporters), member 3",SLC29A3,55315,Small Molecule Transport
"solute carrier family 29 (nucleoside transporters), member 4",SLC29A4,222962,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 1",SLC2A1,6513,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 10",SLC2A10,81031,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 11",SLC2A11,66035,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 12",SLC2A12,154091,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 13",SLC2A13,114134,Small Molecule Transport
"Solute carrier family 2 (facilitated glucose transporter), member 14",SLC2A14,144195,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 2",SLC2A2,6514,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 3",SLC2A3,6515,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 4",SLC2A4,6517,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 5",SLC2A5,6518,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 6",SLC2A6,11182,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 7",SLC2A7,155184,Small Molecule Transport
"solute carrier family 2, (facilitated glucose transporter), member 8",SLC2A8,29988,Small Molecule Transport
"solute carrier family 2 (facilitated glucose transporter), member 9",SLC2A9,56606,Small Molecule Transport
"solute carrier family 32 (GABA vesicular transporter), member 1",SLC32A1,140679,Small Molecule Transport
"solute carrier family 33 (acetyl-CoA transporter), member 1",SLC33A1,9197,Small Molecule Transport
"solute carrier family 34 (sodium phosphate), member 1",SLC34A1,6569,Small Molecule Transport
"solute carrier family 34 (sodium phosphate), member 2",SLC34A2,10568,Small Molecule Transport
"solute carrier family 34 (sodium phosphate), member 3",SLC34A3,142680,Small Molecule Transport
"solute carrier family 35 (CMP-sialic acid transporter), member 1",SLC35A1,10559,Small Molecule Transport
"solute carrier family 35 (UDP-galactose transporter), member 2",SLC35A2,7355,Small Molecule Transport
"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3",SLC35A3,23443,Small Molecule Transport
"solute carrier family 35, member A4",SLC35A4,113829,Small Molecule Transport
"solute carrier family 35, member A5",SLC35A5,55032,Small Molecule Transport
"solute carrier family 35, member B1",SLC35B1,10237,Small Molecule Transport
"solute carrier family 35, member B2",SLC35B2,347734,Small Molecule Transport
"solute carrier family 35, member B3",SLC35B3,51000,Small Molecule Transport
"solute carrier family 35, member B4",SLC35B4,84912,Small Molecule Transport
"solute carrier family 35, member C1",SLC35C1,55343,Small Molecule Transport
"solute carrier family 35, member C2",SLC35C2,51006,Small Molecule Transport
"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1",SLC35D1,23169,Small Molecule Transport
"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D2",SLC35D2,11046,Small Molecule Transport
"solute carrier family 35, member D3",SLC35D3,340146,Small Molecule Transport
"solute carrier family 35, member E1",SLC35E1,79939,Small Molecule Transport
"solute carrier family 35, member E2",SLC35E2,9906,Small Molecule Transport
"solute carrier family 35, member E3",SLC35E3,55508,Small Molecule Transport
"solute carrier family 35, member E4",SLC35E4,339665,Small Molecule Transport
"solute carrier family 35, member F1",SLC35F1,222553,Small Molecule Transport
"solute carrier family 35, member F2",SLC35F2,54733,Small Molecule Transport
"solute carrier family 35, member F3",SLC35F3,148641,Small Molecule Transport
"solute carrier family 35, member F4",SLC35F4,341880,Small Molecule Transport
"solute carrier family 35, member F5",SLC35F5,80255,Small Molecule Transport
"solute carrier family 36 (proton/amino acid symporter), member 1",SLC36A1,206358,Small Molecule Transport
"solute carrier family 36 (proton/amino acid symporter), member 2",SLC36A2,153201,Small Molecule Transport
"solute carrier family 36 (proton/amino acid symporter), member 3",SLC36A3,285641,Small Molecule Transport
"solute carrier family 36 (proton/amino acid symporter), member 4",SLC36A4,120103,Small Molecule Transport
"solute carrier family 37 (glycerol-3-phosphate transporter), member 1",SLC37A1,54020,Small Molecule Transport
"solute carrier family 37 (glycerol-3-phosphate transporter), member 2",SLC37A2,219855,Small Molecule Transport
"solute carrier family 37 (glycerol-3-phosphate transporter), member 3",SLC37A3,84255,Small Molecule Transport
"solute carrier family 37 (glycerol-6-phosphate transporter), member 4",SLC37A4,2542,Small Molecule Transport
"solute carrier family 38, member 1",SLC38A1,81539,Small Molecule Transport
"solute carrier family 38, member 2",SLC38A2,54407,Small Molecule Transport
"solute carrier family 38, member 3",SLC38A3,10991,Small Molecule Transport
"solute carrier family 38, member 4",SLC38A4,55089,Small Molecule Transport
"solute carrier family 38, member 5",SLC38A5,92745,Small Molecule Transport
"solute carrier family 38, member 6",SLC38A6,145389,Small Molecule Transport
"solute carrier family 38, member 7",SLC38A7,55238,Small Molecule Transport
"solute carrier family 43, member 1",SLC43A1,8501,Small Molecule Transport
"solute carrier family 43, member 2",SLC43A2,124935,Small Molecule Transport
"solute carrier family 43, member 3",SLC43A3,29015,Small Molecule Transport
"solute carrier family 44, member 1",SLC44A1,23446,Small Molecule Transport
"solute carrier family 44, member 2",SLC44A2,57153,Small Molecule Transport
"solute carrier family 44, member 3",SLC44A3,126969,Small Molecule Transport
"solute carrier family 44, member 4",SLC44A4,80736,Small Molecule Transport
"solute carrier family 44, member 5",SLC44A5,204962,Small Molecule Transport
"solute carrier family 45, member 1",SLC45A1,50651,Small Molecule Transport
"solute carrier family 45, member 2",SLC45A2,51151,Small Molecule Transport
"solute carrier family 45, member 3",SLC45A3,85414,Small Molecule Transport
"solute carrier family 45, member 4",SLC45A4,57210,Small Molecule Transport
"Solute carrier family 46 (folate transporter), member 1",SLC46A1,113235,Small Molecule Transport
"solute carrier family 46, member 2",SLC46A2,57864,Small Molecule Transport
"solute carrier family 46, member 3",SLC46A3,283537,Small Molecule Transport
"solute carrier family 47, member 1",SLC47A1,55244,Small Molecule Transport
"solute carrier family 47, member 2",SLC47A2,146802,Small Molecule Transport
"solute carrier family 4 (anion exchanger), member 1",SLC4A1,6521,Small Molecule Transport
"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10",SLC4A10,57282,Small Molecule Transport
"solute carrier family 4, member 11",SLC4A11,83959,Small Molecule Transport
"solute carrier family 4 (anion exchanger), member 1, adaptor protein",SLC4A1AP,22950,Small Molecule Transport
"solute carrier family 4 (anion exchanger), member 2",SLC4A2,6522,Small Molecule Transport
"solute carrier family 4 (anion exchanger), member 3",SLC4A3,6508,Small Molecule Transport
"solute carrier family 4 (anion exchanger), member 4",SLC4A4,8671,Small Molecule Transport
"solute carrier family 4 (anion exchanger), member 5",SLC4A5,57835,Small Molecule Transport
"solute carrier family 4 (anion exchanger), member 7",SLC4A7,9497,Small Molecule Transport
"solute carrier family 4 (anion exchanger), member 8",SLC4A8,9498,Small Molecule Transport
"solute carrier family 4, sodium bicarbonate cotransporter, member 9",SLC4A9,83697,Small Molecule Transport
"solute carrier family 5 (sodium/glucose cotransporter), member 1",SLC5A1,6523,Small Molecule Transport
"solute carrier family 5 (sodium/glucose cotransporter), member 10",SLC5A10,125206,Small Molecule Transport
"solute carrier family 5 (sodium/glucose cotransporter), member 11",SLC5A11,115584,Small Molecule Transport
"solute carrier family 5 (sodium/glucose cotransporter), member 12",SLC5A12,159963,Small Molecule Transport
"solute carrier family 5 (sodium/glucose cotransporter), member 2",SLC5A2,6524,Small Molecule Transport
"solute carrier family 5 (inositol transporters), member 3",SLC5A3,6526,Small Molecule Transport
"solute carrier family 5, member 4a",SLC5A4,6527,Small Molecule Transport
"solute carrier family 5 (sodium iodide symporter), member 5",SLC5A5,6528,Small Molecule Transport
"solute carrier family 5 (sodium-dependent vitamin transporter), member 6",SLC5A6,8884,Small Molecule Transport
"solute carrier family 5 (choline transporter), member 7",SLC5A7,60482,Small Molecule Transport
"solute carrier family 5 (iodide transporter), member 8",SLC5A8,160728,Small Molecule Transport
"solute carrier family 5 (sodium/glucose cotransporter), member 9",SLC5A9,200010,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",SLC6A1,6529,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, GABA), member 11",SLC6A11,6538,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12",SLC6A12,6539,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, GABA), member 13",SLC6A13,6540,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter), member 14",SLC6A14,11254,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter), member 15",SLC6A15,55117,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter), member 16",SLC6A16,28968,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter), member 17",SLC6A17,388662,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter), member 18",SLC6A18,348932,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter), member 19",SLC6A19,340024,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2",SLC6A2,6530,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter), member 20",SLC6A20,54716,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",SLC6A3,6531,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",SLC6A4,6532,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, glycine), member 5",SLC6A5,9152,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",SLC6A6,6533,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7",SLC6A7,6534,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",SLC6A8,6535,Small Molecule Transport
"solute carrier family 6 (neurotransmitter transporter, glycine), member 9",SLC6A9,6536,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1",SLC7A1,6541,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10",SLC7A10,56301,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11",SLC7A11,23657,Small Molecule Transport
"solute carrier family 7, (cationic amino acid transporter, y+ system) member 13",SLC7A13,157724,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 14",SLC7A14,57709,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",SLC7A2,6542,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3",SLC7A3,84889,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 4",SLC7A4,6545,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5",SLC7A5,8140,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 6",SLC7A6,9057,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",SLC7A7,9056,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8",SLC7A8,23428,Small Molecule Transport
"solute carrier family 7 (cationic amino acid transporter, y+ system), member 9",SLC7A9,11136,Small Molecule Transport
"solute carrier family 8 (sodium/calcium exchanger), member 1",SLC8A1,6546,Small Molecule Transport
"solute carrier family 8 (sodium/calcium exchanger), member 2",SLC8A2,6543,Small Molecule Transport
"solute carrier family 8 (sodium/calcium exchanger), member 3",SLC8A3,6547,Small Molecule Transport
"solute carrier family 9 (sodium/hydrogen exchanger), member 1",SLC9A1,6548,Small Molecule Transport
"solute carrier family 9 (sodium/hydrogen exchanger), isoform 10",SLC9A10,285335,Small Molecule Transport
"solute carrier family 9, member 11",SLC9A11,284525,Small Molecule Transport
"solute carrier family 9 (sodium/hydrogen exchanger), member 2",SLC9A2,6549,Small Molecule Transport
